"Supplier ID","Contract","Supplier ID","Spend ","Supplier Name","Country","Region","Category","Sub-Category","Commodity Code","Risk Category","Risk Impact Category","Risk Probability Category","Risk Zone","Risk Impact Score","Risk Probability Score","Risk Score","Payment term","Contract Value ","Contract Type","Contract Terms","Contract currency ","Start Date","Expiry Date ","Duriation in Years","Status"
"296110","Contract_A6045","296110","  378,172.43 ","MKTG, A TRADING DIVISION OF DENTSU AEGIS LONDON LTD (MKTG, A TRADING DIVISION OF DENTSU AEGIS LONDON LTD ( 296110 ))","United Kingdom","Northern Europe","MARKETING AND SALES","MARKETING AND SALES","Events Agency Fees (ISMMS0401)","HighLow","High","Low","Medium","4.93","2.82","13.9026","60","  500,000.00 ","Standard Master Agreement","","USD","06-Aug-2008","30-Sep-2011","4","Closed"
"258911","Contract_A6046","258911","  140,805.86 ","CONKER CLOUD INNOVATIONS LTD. (CONKER CLOUD INNOVATIONS LTD. ( 258911 ))","United Kingdom","Northern Europe","MARKETING AND SALES","MARKETING AND SALES","Industry Data (ISMMS0801)","LowHigh","Low","High","Medium","2.79","4.19","11.6901","60","  500,000.00 ","Standard Master Agreement for Indirect","","USD","16-Jan-2012","31-Dec-2016","5","Executed Agreement"
"2953905","Contract_A6047","2953905","  113,960.77 ","MMS COMUNICACIONES GUATEMALA SA (MMS COMUNICACIONES GUATEMALA SA ( 2953905 ))","Guatemala","South America","MARKETING AND SALES","MARKETING AND SALES","Media Space Cost (ISMMS0902)","HighLow","High","Low","Medium","3.86","1.28","4.9408","30","  500,000.00 ","Standard Master Agreement for Indirect","","USD","01-Apr-2014","01-Oct-2015","2","Executed Agreement"
"2046060","Contract_A6048","2046060","  353,472.00 ","GLUKY GROUP SA (GLUKY GROUP SA ( 2046060 ))","Panama","South America","MARKETING AND SALES","MARKETING AND SALES","Tckt&VouchrGiveAway (ISMSR0901)","LowHigh","Low","High","Medium","2.71","4.17","11.3007","60","  500,000.00 ","Confidentiality Agreement","","USD","01-Mar-2008","30-Apr-2010","3","Closed"
"514873","Contract_A6049","514873","  23,887.35 ","ARTBERRY CO., LTD. (ARTBERRY CO., LTD. ( 514873 ))","Thailand","Southern East Asia","MARKETING AND SALES","MARKETING AND SALES","Pckge Dsgn Agncy Fee (ISMMS1602)","HighLow","High","Low","Medium","4.67","2.14","9.9938","60","  30,000.00 ","Standard Master Agreement for Indirect","","USD","13-Jan-2016","30-Sep-2017","2","Executed Agreement"
"510065","Contract_A605","510065","  657,772.56 ","THE RED LINK SDN BHD (THE RED LINK SDN BHD ( 510065 ))","Malaysia","Southern East Asia","MARKETING AND SALES","MARKETING AND SALES","In-StoreSampl3P Fee (ISMMS0512)","LowHigh","Low","High","Medium","1.44","4.25","6.12","60","  1,000,000.00 ","Standard Master Agreement for Indirect","","USD","08-Sep-2016","31-Oct-2017","2","Executed Agreement"
"290613","Contract_A6050","290613","  494,163.60 ","PJURE ISOBAR WERBEAGENTUR GMBH (PJURE ISOBAR WERBEAGENTUR GMBH ( 290613 ))","Austria","Central Europe","MARKETING AND SALES","MARKETING AND SALES","Promotion Agncy Fee (ISMMS0506)","LowLow","Low","Low","Low","2.79","2.06","5.7474","90","  500,000.00 ","Standard Master Agreement","","USD","16-Dec-2010","20-Mar-2015","5","Closed"
"290818","Contract_A6051","290818","  162,466.40 ","CARAT AUSTRIA GMBH SLOVENIA (CARAT AUSTRIA GMBH SLOVENIA ( 290818 ))","Slovenia","Central Europe","MARKETING AND SALES","MARKETING AND SALES","Media Space Cost (ISMMS0902)","HighLow","High","Low","Medium","4.53","2.1","9.513","90","  500,000.00 ","Standard Master Agreement for Indirect","","USD","22-Jan-2014","01-Dec-2015","2","Closed"
"216324","Contract_A6052","216324","  115,388.16 ","DOO RI ANIMATION (DOO RI ANIMATION ( 216324 ))","Switzerland","Central Europe","MARKETING AND SALES","MARKETING AND SALES","MktgSvc/MerchSvcFees (ISMSR0205)","HighLow","High","Low","Medium","4.61","2.24","10.3264","60","  500,000.00 ","Standard Master Agreement for Indirect","","USD","21-Mar-2010","31-Dec-2015","6","Closed-Archived"
"113006","Contract_A6053","113006","  451,892.74 ","COOP BASEL (COOP BASEL ( 113006 ))","Switzerland","Central Europe","MARKETING AND SALES","MARKETING AND SALES","PrintiPstrsStckrsPOS (ISMMS0501)","HighLow","High","Low","Medium","4.16","2.77","11.5232","90","  500,000.00 ","Standard Master Agreement","","USD","07-Feb-2008","28-Feb-2011","4","Closed-Archived"
"263287","Contract_A6054","263287","  228,122.23 ","CENTRADE INTEGRATED SRL (CENTRADE INTEGRATED SRL ( 263287 ))","Romania","Central Europe","MARKETING AND SALES","MARKETING AND SALES","Promotion Agncy Fee (ISMMS0506)","LowLow","Low","Low","Low","1.51","1.47","2.2197","90","  500,000.00 ","Standard Master Agreement for Indirect","","USD","10-Jan-2013","31-Dec-2019","7","Terminated"
"289136","Contract_A6055","289136","  198,264.93 ","PROXIMITY SOFIA (PROXIMITY SOFIA ( 289136 ))","Bulgaria","Central Europe","MARKETING AND SALES","MARKETING AND SALES","Digital Content (ISMMS0602)","LowHigh","Low","High","Medium","1.79","4.61","8.2519","90","  500,000.00 ","Standard Master Agreement for Indirect","","USD","10-Jan-2009","30-Sep-2011","3","Closed"
"220055","Contract_A6056","220055","  56,478.53 ","BIURO PROMOCJI I REKLAMY (BIURO PROMOCJI I REKLAMY ( 220055 ))","Poland","Central Europe","MARKETING AND SALES","MARKETING AND SALES","Cust Rel Management (ISMSR1001)","LowHigh","Low","High","Medium","2.19","4.41","9.6579","90","  100,000.00 ","Standard Master Agreement for Indirect","","USD","30-Sep-2009","12-Dec-2011","3","Closed"
"291742","Contract_A6057","291742","  46,226.00 ","MAX ARPP IGOR SILSKI (MAX ARPP IGOR SILSKI ( 291742 ))","Poland","Central Europe","MARKETING AND SALES","MARKETING AND SALES","POS/PrntDsgnAgncyFee (ISMMS0207)","LowLow","Low","Low","Low","2.69","2.72","7.3168","45","  50,000.00 ","Standard Master Agreement for Indirect","","USD","24-Jan-2012","31-Dec-2018","7","Executed Agreement"
"503263","Contract_A6058","503263","  50,121.70 ","ä¸Šæµ·è£ç¾ŽåŒ…è£…å°åˆ·æœ‰é™å…¬å¸ (ä¸Šæµ·è£ç¾ŽåŒ…è£…å°åˆ·æœ‰é™å…¬å¸ ( 503263 ))","China","Southern East Asia","MARKETING AND SALES","MARKETING AND SALES","POS/PrntDsgnAgncyFee (ISMMS0207)","LowHigh","Low","High","Medium","1.9","3.65","6.935","45","  100,000.00 ","Standard Master Agreement for Indirect","","USD","25-Sep-2006","25-Sep-2016","11","Closed-Archived"
"503211","Contract_A6059","503211","  82,523.91 ","ä¸Šæµ·å”åŸºå¹¿å‘Šæœ‰é™å…¬å¸ (ä¸Šæµ·å”åŸºå¹¿å‘Šæœ‰é™å…¬å¸ ( 503211 ))","China","Southern East Asia","MARKETING AND SALES","MARKETING AND SALES","POS/PrntDsgnAgncyFee (ISMMS0207)","LowHigh","Low","High","Medium","1.92","3.44","6.6048","60","  100,000.00 ","Standard Master Agreement for Indirect","","USD","10-Mar-2010","13-Mar-2011","2","Executed Agreement"
"2940652","Contract_A606","2940652","  614,552.98 ","DINAMICA SETERA SERV DE CONS LTDA (DINAMICA SETERA SERV DE CONS LTDA ( 2940652 ))","Brazil","North America","MARKETING AND SALES","MARKETING AND SALES","PrntFoldFlyMailPost (ISMMS0502)","LowLow","Low","Low","Low","1.11","2.62","2.9082","45","  1,000,000.00 ","Standard Master Agreement for Indirect","","USD","18-Nov-2015","15-Feb-2017","2","Executed Agreement"
"501845","Contract_A6060","501845","  11,824.16 ","å˜‰ç¥¥ç™¼ä¼æ¥­æœ‰é™å…¬å¸ (å˜‰ç¥¥ç™¼ä¼æ¥­æœ‰é™å…¬å¸ ( 501845 ))","Taiwan","Southern East Asia","MARKETING AND SALES","MARKETING AND SALES","PromotionalPckgChng (ISMMS0513)","LowLow","Low","Low","Low","1.13","2.01","2.2713","60","  150,000.00 ","Standard Master Agreement for Indirect","","USD","07-Sep-2010","31-Mar-2011","1","Executed Agreement"
"540136","Contract_A6061","540136","  15,580.70 ","å¯†æ€è¨­è¨ˆæœ‰é™å…¬å¸ (å¯†æ€è¨­è¨ˆæœ‰é™å…¬å¸ ( 540136 ))","Taiwan","Southern East Asia","MARKETING AND SALES","MARKETING AND SALES","PromotionalPckgChng (ISMMS0513)","LowLow","Low","Low","Low","1.29","1.83","2.3607","90","  30,000.00 ","Standard Master Agreement for Indirect","","USD","21-Feb-2014","28-Mar-2014","1","Closed"
"540120","Contract_A6062","540120","  13,151.67 ","æºè±æŽƒçž„æŽ’å­—æœ‰é™å…¬å¸ (æºè±æŽƒçž„æŽ’å­—æœ‰é™å…¬å¸ ( 540120 ))","Taiwan","Southern East Asia","MARKETING AND SALES","MARKETING AND SALES","PromotionalPckgChng (ISMMS0513)","LowLow","Low","Low","Low","2.53","1.29","3.2637","90","  150,000.00 ","Standard Master Agreement for Indirect","","USD","31-Jan-2013","05-Dec-2014","2","Executed Agreement"
"290994","Contract_A6063","290994","  48,226.13 ","SESLI HARFLER REKLAM TANITIM VE YAYIN HIZM.SAN.TIC. A.S. (SESLI HARFLER REKLAM TANITIM VE YAYIN HIZM.SAN.TIC. A.S. ( 290994 ))","Turkey","Eastern Europe","MARKETING AND SALES","MARKETING AND SALES","Digital Content (ISMMS0602)","HighLow","High","Low","Medium","4.22","2.36","9.9592","90","  50,000.00 ","Standard Master Agreement","","USD","09-Jun-2008","09-Jun-2012","5","Closed-Archived"
"276309","Contract_A6064","276309","  69,574.04 ","PUPA PAZARLAMA HIZMETLERI LIMITED S (PUPA PAZARLAMA HIZMETLERI LIMITED S ( 276309 ))","Turkey","Eastern Europe","MARKETING AND SALES","MARKETING AND SALES","Events Agency Fees (ISMMS0401)","LowHigh","Low","High","Medium","2.56","3.79","9.7024","45","  100,000.00 ","Standard Master Agreement for Indirect","","USD","30-Jun-2010","10-Apr-2016","6","Drafting Agreement"
"264671","Contract_A6065","264671","  20,004.66 ","APRIM MTM TOV (APRIM MTM TOV ( 264671 ))","Ukraine","Eastern Europe","MARKETING AND SALES","MARKETING AND SALES","POS/PrntDsgnAgncyFee (ISMMS0207)","HighLow","High","Low","Medium","3.04","1.98","6.0192","90","  30,000.00 ","Standard Master Agreement for Indirect","","USD","30-Jun-2006","31-Jul-2010","5","Terminated"
"146504","Contract_A6066","146504","  381,502.07 ","MC2 (MANCHESTER) LTD (MC2 (MANCHESTER) LTD ( 146504 ))","UK","Northern Europe","MARKETING AND SALES","MARKETING AND SALES","Public Rel Agncy Fee (ISMMS0201)","HighLow","High","Low","Medium","3.72","1.93","7.1796","12","  500,000.00 ","Standard Master Agreement for Indirect","","USD","21-Mar-2010","31-Jan-2011","1","Closed"
"2960008","Contract_A6067","2960008","  109,069.06 ","SUPERMERCADOS PERUANOS SA (SUPERMERCADOS PERUANOS SA ( 2960008 ))","Peru","South America","MARKETING AND SALES","MARKETING AND SALES","VendMach AFH Accesry (ISMMS1503)","HighLow","High","Low","Medium","4.27","1.22","5.2094","45","  500,000.00 ","Standard Master Agreement for Indirect","","USD","17-Jan-2012","16-Jan-2017","6","Executed Agreement"
"515595","Contract_A6068","515595","  280,668.62 ","PT BERKAH FAJAR MENTARI (PT BERKAH FAJAR MENTARI ( 515595 ))","Philippines","Southern East Asia","MARKETING AND SALES","MARKETING AND SALES","Ad/CreativeAgncyFees (ISMMS0205)","HighLow","High","Low","Medium","4.03","2.33","9.3899","90","  500,000.00 ","Standard Master Agreement for Indirect","","USD","06-Jan-2016","31-Jan-2020","5","Executed Agreement"
"543619","Contract_A6069","543619","  654,548.91 ","GOOGLE ASIA PACIFIC PTE LTD (GOOGLE ASIA PACIFIC PTE LTD ( 543619 ))","Philippines","Southern East Asia","MARKETING AND SALES","MARKETING AND SALES","Media Space Cost (ISMMS0902)","LowHigh","Low","High","Medium","1.16","4.8","5.568","45","  1,000,000.00 ","Standard Master Agreement for Indirect","","USD","18-Nov-2015","30-Jun-2017","2","Executed Agreement"
"238781","Contract_A607","238781","  60,098.74 ","PROKES ONDREJ ING. (PROKES ONDREJ ING. ( 238781 ))","Slovakia","Central Europe","MARKETING AND SALES","MARKETING AND SALES","POS/PrntDsgnAgncyFee (ISMMS0207)","HighLow","High","Low","Medium","3.01","1.44","4.3344","90","  100,000.00 ","Confidentiality Agreement","","USD","26-Jan-2018","07-May-2022","5","Closed"
"502535","Contract_A6070","502535","  50,142.67 ","FCB SDN BHD (FCB SDN BHD ( 502535 ))","Malaysia","Southern East Asia","MARKETING AND SALES","MARKETING AND SALES","Ad Prod Costs Other (ISMMS0102)","LowHigh","Low","High","Medium","2.22","4.23","9.3906","90","  100,000.00 ","Standard Master Agreement","","USD","14-Apr-2008","30-Nov-2010","3","Closed"
"514767","Contract_A6071","514767","  22,965.17 ","PORNTHIP JUNPANICHRAVEE (PORNTHIP JUNPANICHRAVEE ( 514767 ))","Thailand","Southern East Asia","MARKETING AND SALES","MARKETING AND SALES","Artwork & Pre-Press (ISMMS1601)","LowLow","Low","Low","Low","2.6","2.9","7.54","90","  30,000.00 ","Standard Master Agreement for Indirect","","USD","05-Dec-2009","06-Apr-2010","1","Closed-Archived"
"514502","Contract_A6072","514502","  18,760.89 ","ANUCHA EXPRESS LTD., PART. (ANUCHA EXPRESS LTD., PART. ( 514502 ))","Thailand","Southern East Asia","MARKETING AND SALES","MARKETING AND SALES","POS/DisplayTemp Othr (ISMSR0302)","LowLow","Low","Low","Low","1.75","2.69","4.7075","90","  30,000.00 ","Standard Master Agreement for Direct","","USD","10-Feb-2010","31-Dec-2012","3","Drafting Agreement"
"215793","Contract_A6073","215793","  176,205.97 ","AIBC (AIBC ( 215793 ))","France","Western Europe","MARKETING AND SALES","MARKETING AND SALES","Fulfill Re-StockMrch (ISMSR0201)","HighLow","High","Low","Medium","4.06","2.97","12.0582","90","  500,000.00 ","Standard Master Agreement","","USD","01-Aug-2010","01-Jan-2011","1","Closed-Archived"
"213367","Contract_A6074","213367","  170,864.35 ","RABOT SA (RABOT SA ( 213367 ))","France","Western Europe","MARKETING AND SALES","MARKETING AND SALES","Fulfill Re-StockMrch (ISMSR0201)","LowHigh","Low","High","Medium","2.52","3.97","10.0044","90","  500,000.00 ","Standard Master Agreement for Indirect","","USD","11-Jan-2013","11-Jan-2018","6","Executed Agreement"
"157985","Contract_A6075","157985","  149,188.39 ","KANTAR (KANTAR ( 157985 ))","France","Western Europe","MARKETING AND SALES","MARKETING AND SALES","Other Research (ISMMS0804)","LowHigh","Low","High","Medium","2.97","3.68","10.9296","45","  500,000.00 ","Standard Master Agreement","","USD","01-Jan-2008","31-Dec-2008","1","Closed"
"192110","Contract_A6076","192110","  253,690.30 ","EXTREME LES CORSAIRES SAS (EXTREME LES CORSAIRES SAS ( 192110 ))","France","Western Europe","MARKETING AND SALES","MARKETING AND SALES","Promotion Agncy Fee (ISMMS0506)","LowLow","Low","Low","Low","1.83","2.12","3.8796","90","  500,000.00 ","Standard Master Agreement for Indirect","","USD","13-Jan-2016","13-Jan-2018","3","Executed Agreement"
"246160","Contract_A6077","246160","  207,970.40 ","EMPREINTE LOCALE (EMPREINTE LOCALE ( 246160 ))","Reunion","Western Europe","MARKETING AND SALES","MARKETING AND SALES","POS/DisplayTemp Othr (ISMSR0302)","HighLow","High","Low","Medium","4.34","2.51","10.8934","90","  500,000.00 ","Standard Master Agreement","","USD","12-Jan-2017","24-Jul-2017","1","Executed Agreement"
"137524","Contract_A6078","137524","  1,103,640.58 ","EXPERTUS LOGISTICA AUXILIAR S.A. (EXPERTUS LOGISTICA AUXILIAR S.A. ( 137524 ))","Spain","Western Europe","MARKETING AND SALES","MARKETING AND SALES","Fulfill Re-StockMrch (ISMSR0201)","LowLow","Low","Low","Low","2.3","1.86","4.278","90","  5,000,000.00 ","Confidentiality Agreement","","USD","31-Dec-2017","30-Dec-2020","3","Closed"
"293898","Contract_A6079","293898","  216,786.39 ","TRIA FORMACIO Y CONSULTING SL (TRIA FORMACIO Y CONSULTING SL ( 293898 ))","Spain","Western Europe","MARKETING AND SALES","MARKETING AND SALES","Fulfill Re-StockMrch (ISMSR0201)","LowHigh","Low","High","Medium","2.86","3.91","11.1826","90","  500,000.00 ","Standard Master Agreement for Indirect","","USD","12-Dec-2013","12-Dec-2017","5","Closed"
"294439","Contract_A608","294439","  621.79 ","RS COMPONENTS AB (RS COMPONENTS AB ( 294439 ))","Sweden","Northern Europe","BUSINESS SERVICES","Information Systems","Information Systems:End User Computing-End User Hardware (IBSIS5004)","LowLow","Low","Low","Low","2.31","2.26","5.2206","90","  10,000.00 ","Standard Master Agreement for Indirect","","USD","30-Apr-2013","31-Aug-2018","6","Executed Agreement"
"137526","Contract_A6080","137526","  658,206.11 ","MERCHANSERVIS, S.A. (MERCHANSERVIS, S.A. ( 137526 ))","Spain","Western Europe","MARKETING AND SALES","MARKETING AND SALES","Fulfill Re-StockMrch (ISMSR0201)","HighLow","High","Low","Medium","3.58","2.82","10.0956","90","  1,000,000.00 ","Standard Master Agreement for Indirect","","USD","14-Oct-2016","31-Dec-2017","2","Executed Agreement"
"228792","Contract_A6081","228792","  210,100.52 ","FORMATS GESTIO GRAFICA I PUBLICITAR (FORMATS GESTIO GRAFICA I PUBLICITAR ( 228792 ))","Spain","Western Europe","MARKETING AND SALES","MARKETING AND SALES","POS/PrntDsgnAgncyFee (ISMMS0207)","LowLow","Low","Low","Low","1.52","2.73","4.1496","45","  500,000.00 ","Standard Master Agreement for Indirect","","USD","13-Jan-2012","31-Aug-2017","6","Terminated"
"2042290","Contract_A6082","2042290","  36,660.09 ","NEXT TARGET CONSULTORIA E SERVICOS DE INTERNET LTDA (NEXT TARGET CONSULTORIA E SERVICOS DE INTERNET LTDA ( 2042290 ))","Brazil","North America","MARKETING AND SALES","MARKETING AND SALES","DatabaseCosts-eComm (ISMMS0511)","LowLow","Low","Low","Low","1.65","2","3.3","60","  50,000.00 ","Standard Master Agreement for Indirect","","USD","04-May-2007","04-May-2017","11","Executed Agreement"
"290828","Contract_A6083","290828","  773,331.67 ","JOIN THE DOTS (JOIN THE DOTS ( 290828 ))","Switzerland","Central Europe","MARKETING AND SALES","MARKETING AND SALES","Shopper Research (ISMMS0805)","LowLow","Low","Low","Low","1.24","2.89","3.5836","45","  1,000,000.00 ","Standard Master Agreement","","USD","08-Jan-2018","31-Dec-2018","1","Closed"
"287570","Contract_A6084","287570","  133,805.77 ","ZAPPISTORE LTD. (ZAPPISTORE LTD. ( 287570 ))","Austria","Central Europe","MARKETING AND SALES","MARKETING AND SALES","Other Research (ISMMS0804)","LowHigh","Low","High","Medium","1.89","4.64","8.7696","90","  500,000.00 ","Standard Master Agreement","","USD","01-Apr-2007","31-Dec-2011","5","Drafting Agreement"
"284326","Contract_A6085","284326","  221,839.38 ","BRAWANDRIEKEN WERBEAGENTUR GMBH (BRAWANDRIEKEN WERBEAGENTUR GMBH ( 284326 ))","Germany","Central Europe","MARKETING AND SALES","MARKETING AND SALES","Promotion Agncy Fee (ISMMS0506)","LowLow","Low","Low","Low","1.65","2.42","3.993","30","  500,000.00 ","Standard Master Agreement for Indirect","","USD","11-Jan-2017","12-Dec-2020","4","Executed Agreement"
"217638","Contract_A6086","217638","  146,087.53 ","CARREFOUR POLSKA SP. Z O.O. (CARREFOUR POLSKA SP. Z O.O. ( 217638 ))","Poland","Central Europe","MARKETING AND SALES","MARKETING AND SALES","Cust Rel Management (ISMSR1001)","HighLow","High","Low","Medium","4.02","2.52","10.1304","90","  500,000.00 ","Standard Master Agreement for Indirect","","USD","21-Mar-2010","10-Jun-2014","5","Closed-Archived"
"210738","Contract_A6087","210738","  51,868.38 ","MAKRO CASH & CARRY POLSKA S.A. (MAKRO CASH & CARRY POLSKA S.A. ( 210738 ))","Poland","Central Europe","MARKETING AND SALES","MARKETING AND SALES","Cust Rel Management (ISMSR1001)","HighLow","High","Low","Medium","3.63","2.59","9.4017","120","  100,000.00 ","Standard Master Agreement for Indirect","","USD","15-Oct-2012","14-Oct-2014","2","Executed Agreement"
"502091","Contract_A6088","502091","  73,708.90 ","Artpac Solutions Asia Limited Artpac Solutions Asia Limited (Artpac Solutions Asia Limited Artpac Solutions Asia Limited ( 502091 ))","Hong Kong","Southern East Asia","MARKETING AND SALES","MARKETING AND SALES","Pckge Dsgn Agncy Fee (ISMMS1602)","HighLow","High","Low","Medium","4.59","2.83","12.9897","45","  100,000.00 ","Standard Master Agreement for Indirect","","USD","01-Apr-2014","01-Oct-2015","2","Executed Agreement"
"501776","Contract_A6089","501776","  5,868.16 ","å¾·æ©Ÿå°åˆ·æœ‰é™å…¬å¸ (å¾·æ©Ÿå°åˆ·æœ‰é™å…¬å¸ ( 501776 ))","Taiwan","Southern East Asia","MARKETING AND SALES","MARKETING AND SALES","PromotionalPckgChng (ISMMS0513)","HighLow","High","Low","Medium","4.02","2.74","11.0148","60","  100,000.00 ","Standard Master Agreement for Indirect","","USD","06-Feb-2013","31-Dec-2020","8","Executed Agreement"
"2011026","Contract_A609","2011026","  49,755.98 ","MAP ENGINEERING SERVICES (MAP ENGINEERING SERVICES ( 2011026 ))","US","North America","BUSINESS SERVICES","Information Systems","App Project Work (IBSIS1001)","HighLow","High","Low","Medium","3.44","1.27","4.3688","45","  50,000.00 ","Standard Master Agreement for Indirect","","USD","24-Aug-2009","24-Aug-2012","4","Executed Agreement"
"211148","Contract_A6090","211148","  127,231.38 ","DRAGON ROUGE SP.Z O.O. (DRAGON ROUGE SP.Z O.O. ( 211148 ))","Russia","Eastern Europe","MARKETING AND SALES","MARKETING AND SALES","Pckge Dsgn Agncy Fee (ISMMS1602)","LowHigh","Low","High","Medium","1.78","3.81","6.7818","90","  500,000.00 ","Standard Master Agreement for Indirect","","USD","21-Mar-2010","31-Dec-2015","6","Closed-Archived"
"290246","Contract_A6091","290246","  854,818.92 ","GRAVITY ROAD LIMITED (GRAVITY ROAD LIMITED ( 290246 ))","UK","Northern Europe","MARKETING AND SALES","MARKETING AND SALES","Ad Prod Costs Other (ISMMS0102)","HighLow","High","Low","Medium","3.3","2.52","8.316","45","  1,000,000.00 ","Standard Master Agreement for Indirect","","USD","01-Jul-2010","30-Jun-2015","5","Closed-Archived"
"295125","Contract_A6092","295125","  334,987.92 ","CLIC SARGENT PROMOTIONS LIMITED (CLIC SARGENT PROMOTIONS LIMITED ( 295125 ))","UK","Northern Europe","MARKETING AND SALES","MARKETING AND SALES","Cust Rel Management (ISMSR1001)","LowLow","Low","Low","Low","2.89","1.02","2.9478","60","  500,000.00 ","Standard Master Agreement for Indirect","","USD","30-Dec-2010","27-Feb-2014","4","Closed"
"290094","Contract_A6093","290094","  315,220.66 ","INNERWORKINGS INC (INNERWORKINGS INC ( 290094 ))","UK","Northern Europe","MARKETING AND SALES","MARKETING AND SALES","Events Agency Fees (ISMMS0401)","HighLow","High","Low","Medium","4.76","1.77","8.4252","90","  500,000.00 ","Standard Master Agreement for Indirect","","USD","07-Apr-2016","07-Apr-2017","1","Executed Agreement"
"2041860","Contract_A6094","2041860","  172,407.78 ","INWK EL SALVADOR LTDA DE CV (INWK EL SALVADOR LTDA DE CV ( 2041860 ))","El Salvador","South America","MARKETING AND SALES","MARKETING AND SALES","Events Agency Fees (ISMMS0401)","HighLow","High","Low","Medium","4.92","2.49","12.2508","45","  500,000.00 ","Standard Master Agreement for Indirect","","USD","16-Jan-2012","31-Jan-2016","5","Closed-Archived"
"2953454","Contract_A6095","2953454","  270,664.52 ","TLG SA (TLG SA ( 2953454 ))","Panama","South America","MARKETING AND SALES","MARKETING AND SALES","Media Space Cost (ISMMS0902)","LowLow","Low","Low","Low","2.88","2.03","5.8464","45","  500,000.00 ","Standard Master Agreement for Direct","","USD","09-Apr-2009","09-Apr-2010","1","Executed Agreement"
"2041820","Contract_A6096","2041820","  621,069.93 ","INWK PUERTO RICO INC (INWK PUERTO RICO INC ( 2041820 ))","Puerto Rico","South America","MARKETING AND SALES","MARKETING AND SALES","Events Agency Fees (ISMMS0401)","LowLow","Low","Low","Low","2.99","2.86","8.5514","90","  1,000,000.00 ","Standard Master Agreement for Indirect","","USD","15-Jun-2015","31-Dec-2015","1","Executed Agreement"
"2958767","Contract_A6097","2958767","  60,068.22 ","KURESA SA (KURESA SA ( 2958767 ))","Peru","South America","MARKETING AND SALES","MARKETING AND SALES","POS/DisplayPerm Othr (ISMSR0301)","LowLow","Low","Low","Low","1.13","1.62","1.8306","90","  100,000.00 ","Standard Master Agreement for Indirect","","USD","27-Oct-2008","27-Oct-2023","16","Executed Agreement"
"293341","Contract_A6098","293341","  186,346.28 ","DESIGNWORKS WINDSOR LTD (DESIGNWORKS WINDSOR LTD ( 293341 ))","Switzerland","Central Europe","MARKETING AND SALES","MARKETING AND SALES","Pack/Prod Innov Dsgn (ISMMS0208)","LowLow","Low","Low","Low","1.31","2.8","3.668","60","  500,000.00 ","Standard Master Agreement","","USD","15-Oct-2008","31-Dec-2011","4","Closed-Archived"
"153598","Contract_A6099","153598","  209,182.52 ","ACARDO GROUP AG (ACARDO GROUP AG ( 153598 ))","Germany","Central Europe","MARKETING AND SALES","MARKETING AND SALES","CouponPrint/DigiCoup (ISMMS0507)","LowHigh","Low","High","Medium","2.5","4.85","12.125","75","  500,000.00 ","Standard Master Agreement","","USD","21-Dec-2017","21-Dec-2019","2","Executed Agreement"
"532244","Contract_A610","532244","  1,065.55 ","LIFE SECURE ENTERPRISES (LIFE SECURE ENTERPRISES ( 532244 ))","India","Southern East Asia","BUSINESS SERVICES","BUSINESS SERVICES","Analytical & Microbiology External labs tests - RDQ Only (IBSRD4001)","HighHigh","High","High","High","3.42","4.24","14.5008","90","  10,000.00 ","Confidentiality Agreement","","USD","23-Jan-2015","30-Sep-2020","6","Executed Agreement"
"287441","Contract_A6100","287441","  2,366.02 ","OOO OPTTREYD ALTAY (OOO OPTTREYD ALTAY ( 287441 ))","Russia","Eastern Europe","MARKETING AND SALES","MARKETING AND SALES","POS/DisplayTemp Othr (ISMSR0302)","LowLow","Low","Low","Low","2.44","2.55","6.222","60","  10,000.00 ","Standard Master Agreement for Indirect","","USD","23-Aug-2007","23-Aug-2010","4","Closed-Archived"
"2042444","Contract_A6101","2042444","  16,614.18 ","SOUTHERN GRAPHIC SYSTEMS MEXICO S DE RL DE CV (SOUTHERN GRAPHIC SYSTEMS MEXICO S DE RL DE CV ( 2042444 ))","Mexico","North America","MARKETING AND SALES","MARKETING AND SALES","Artwork & Pre-Press (ISMMS1601)","HighLow","High","Low","Medium","3.89","1.06","4.1234","45","  30,000.00 ","Standard Master Agreement for Indirect","","USD","27-Sep-2008","31-Oct-2010","3","Executed Agreement"
"2042793","Contract_A6102","2042793","  307,293.00 ","ASTUDILLO MORA GABRIEL ELI (ASTUDILLO MORA GABRIEL ELI ( 2042793 ))","Ecuador","South America","MARKETING AND SALES","MARKETING AND SALES","AdPrdCostVrsionAdapt (ISMMS0101)","LowHigh","Low","High","Medium","1.95","4.2","8.19","45","  500,000.00 ","Standard Master Agreement for Direct","","USD","21-Sep-2009","31-Dec-2009","1","Terminated"
"2954652","Contract_A6103","2954652","  147,130.59 ","MCCANN ERICKSON PUERTO RICO (MCCANN ERICKSON PUERTO RICO ( 2954652 ))","Puerto Rico","South America","MARKETING AND SALES","MARKETING AND SALES","Ad/CreativeAgncyFees (ISMMS0205)","LowLow","Low","Low","Low","1.3","1.45","1.885","90","  500,000.00 ","Standard Master Agreement","","USD","10-Dec-2007","31-Dec-2009","3","Terminated"
